Testcase_ID,Test_Description,Subarea
46041,"With 100 + templates in my Design, import a template form web portal local then print out via mobile app",Template_Management
46303,To test the ZSB Wi-Fi performance Setup,Add_Printer 2.0
46304,"To verify the ZSB Bluetooth intro probability test- After coming back to acceptable distance, able to proceed",Add_Printer 2.0
46305,To verify the ZSB Bluetooth intro probability test- Will get an error when far away from printer,Add_Printer 2.0
46306,"To test ""the Internet Access blocked"" error message",Add_Printer 2.0
46307,To verify that user is able to continue with the printer after login with the different register login,Add_Printer 2.0
46963,"Manage Network comparison Test case: Go to manage network page, add new network , re-enter manage network, sort network then delete network",Device_Network
46964,Comparison Test- Scenarios A: out of box golden image Need to Update FW,Add_Printer
46965,Comparison Test- Scenario B: Manually Decommission before readding No need to update FW,Add_Printer
46966,Comparison Test- Scenario C Test case:- Decommission the printer when readding it,Add_Printer
47699,"Mimicking user forget to clikc ""pair"" button when the BT pairing prompt pop up",Add_Printer 2.0
47700,Check no network search out user is able to add Wi-Fi network manually,Add_Printer
47701,Add printer select network: Check add printer select WIFI-Network page UI,Add_Printer
47702,Add printer select network: Check search again to refresh current Wi-Fi list multi times will works fine,Add_Printer 2.0
47704,check during search bluetooth the page show the new UI with zoomed in view of just the LED and a message on the bottom,Add_Printer 2.0
47705,"Check during search bluetooth the page, click the message under the searching page will pop up LED",Add_Printer
47706,"Check during search bluetooth the page, click the message under the searching page will pop up LED and the printer already list out",Add_Printer
47707,Verify ZSB printer can be connected to ZSB mobileApp user phone connected Open wi-fi,Add_Printer 2.0
47708,Verify ZSB printer can be connected to ZSB mobileApp user phone connected Secure wi-fi,Add_Printer 2.0
47709,Verify ZSB Printer will list out all available network when user phone not connect to any Wi-Fi (Connect to open wifi),Add_Printer 2.0
47710,Verify ZSB printer can be connected via other wifi network other than user connected network.,Add_Printer
47711,Verify ZSB printer can be connected via manually entered network.,Add_Printer
47712,Add printer: check it will take less then 20 seconds to pair printer success,Add_Printer 2.0
47713,"Add printer BT pair Timeout : Pair printer when printer offline, pair printer fail it will attempt a second connection in the background(Pair time about 45 seconds)",Add_Printer 2.0
47714,"Add printer BT pair Timeout : check when printer not in pair mode, check pair time",Add_Printer 2.0
47715,"Add printer BT pair Timeout : check cancel Bluetooth Pairing request, check pair time",Add_Printer 2.0
47716,Android only: Decomission success and auto remove bonding success will continue go select network page,Add_Printer
47717,Android only: Decomission printer fail will show error dialog and bonding will not removed.,Add_Printer
47783,Verify 'Internet access blocked' error appeared at the last page of printer registration even if the printer has been registered successfully.,Add_Printer 2.0
47785,Check user can delete printer before decommissioned,Printer_ Management
47786,"Verify Sign into the ZSB App, after reinstalling the same app again and uninstall the app without logging out",SSO_Token_Renewal
47788,Verify incorrect live chat hours displayed when chat is offline.,Help
47789,Verify ZSB app should not crash when user quit Add_printer and app.,Add_Printer 2.0
47790,Verify token refresh doesn't log app out.,App_Settings
47791,Verify there is no duplicate Previous and Next Button when there are multiple page in the print preview page,Template_Management
47792,Verify user can't backspace the number when the Initial value is negative number for the Currency field.,Template_Management
47793,Verify User cannot exit current page by click X button or click Enter Network Manually in Searching Network Page.,Add_Printer 2.0
47794,Verify mobile app should show home page after user re-open app with mobile phone network interrupted.,Device_Network
47795,Verify Location turn on reminder dialog should navigate user to the correct page and user can't proceed to add printer without enabling location.,Add_Printer 2.0
47810,Verify recently printer labels text shouldn't overlap on theme background picture.,App_Settings
47812,Android Only-Verify search title and the result label should not overlap each other when searching in Common Design some of the results are with large title,Template_Management
47820,Verify ZSB app home page (overview page) should scroll to the bottom of the list in Recently Printed Labels,App_Settings
47824,"Verify ZSB app doesn't shows ""Print Complete"" popup for empty label printing or printer is in error/offline status",Template_Management
47825,"Verify ZSB app doesn't shows error as ""Logout failed. Please try logging out again"".",App_Settings
47830,Verify screen pull-down to refresh/update on My Design/My File Page works.,Data Sources
47879,Verify typo and guide message is correct on Searching For your printer page.,App_Settings
47880,"Verify ""Done"" Button and text ""LED light Behavior Support"" position is correct in Printer LED Guide dialog.",App_Settings
47881,"Verify ""How to Unpair Bluetooth"" dropdown list should expend with small size screen device.",App_Settings
47882,"Printer Mac address should show in ""How to Un Pair Bluetooth"" drop down list details.",Printer_ Management
47910,Verify pull-down screen twice then the prints left value can refresh success in home page.,App_Settings
47911,Verify auto Label Feed On Printer Cover Close value doesn't retrieve in progress after changing darkness level.,App_Settings
47912,Verify manage network does not fail when printer rebooted.,Device_Network
47913,Verify ZSB app doesn't stuck in Printer registration process when there is a network drop.,App_Settings
47914,Android Only- Verify there is no unknown printer appeared in the Bluetooth list.,App_Settings
47915,"Printer Bluetooth List displays printers which have already been added even if ""Show All Printers"" is not selected.",App_Settings
47917,Verify Printer’s name is too long which should not causes app get stuck and style error at Printer Settings page.,App_Settings
47918,Verify ZSB app permission works fine.,App_Settings
47919,Verify Chat bubble should not appear on Chat page.,Help
47920,Verify user rename 2 printers with same printer name won't pop up incorrect error dialog.,Printer_ Management
47921,Verify ZSB app should discover only zsb printers.,Add_Printer 2.0
47923,Verify changing password should log out all clients.,User Settings
47924,Verify Should not allow same printer name in all the clients.,App_Settings
47927,To Verify the LED reflection on Mobile App,Add_Printer
47928,UI warning and confirmation verification when printer is deleted before decommissioned(Android),App_Settings
47929,Android-only-UI warning and confirmation verification when printer is deleted before decommissioned,Printer_ Management
47930,Registration verification when user pairs late,Add_Printer 2.0
47931,Adding Printer by configuring Wifi Without Internet first followed by normal Wifi,Add_Printer
47932,"Adding a printer by first configuring the wifi that is not connected to the Internet and then configure the wifi that is connected to the Internet,",Add_Printer 2.0
47933,newly added support article when the are BT errors,Add_Printer
47934,newly added support article when the are w-fi connection errors,Add_Printer 2.0
47935,newly added support article when the are internal/captive portal connection errors,Add_Printer 2.0
47936,Notification for deleting or uploading files from Data Source,Data Sources
47937,Zebra account user required to enroll the device to be managed by Zebra Technologies after sign in Microsoft account to access Zebra OneDrive,Data Sources
47938,Colored logos Printing,PDF_Printing
47939,User is able to resize the PDF and other images before printing,PDF_Printing
47940,User is not able to enter non-number to the Copies field in the print page,PDF_Printing
47941,Verify the Layout of My Data Page,Template_Management
47942,To verify the indicator when uploading and removing the file to the data sources,Data Sources
47943,"Update the ""Current Network"" on screen after adding a network successfully",Device_Network
47944,To verify the functionality while uploading the file which is broken,Data Sources
47945,To verify the Printer name does not accept Blank value,Printer_ Management
47946,To verify auto-updation of Pages,Printer_ Management
47947,To verify the behaviour of deleting My Designs Template under condition of No Network,Template_Management
47948,To verify the notification and behaviour overnight idleness,Notifications
47949,To verify the updation on Print Preview Page/ Notification on change in Printer State,PDF_Printing
47950,To verify the timing behaviour on giving Multiple prints,PDF_Printing
47951,To verify the selection box on selecting a PDF File,PDF_Printing
47952,To verify the pdf settings would change to the original when waking up the screen,PDF_Printing
47953,To verify the print post Edit Label on Print Preview,PDF_Printing
47954,To verify the scalability for rotated and unrotated PDF Pages,PDF_Printing
47955,To verify the functionality when printer name is duplicated or provided unsuppoted characters,Printer_ Management
47956,"Upload avatar via ""Photo Gallery"" using the default interface of Onedrive",App_Settings
47972,Verify the Label Alignment Demo feature,FeedOn_HeadClose
48107,"Scenario C :Re-add online printer to the same account, check add successful with no need decommissioning or BT bond removal",Add_Printer
48108,To check the printer can be re-added without decommission by another account,Add_Printer 2.0
48109,"Delete the printer from account A in mobile A, and add printer to account B in mobile B",Add_Printer 2.0
48153,"At ""Firmware Updated Error"" page when adding a printer and failed to update firmware,check check it can navigate to support article page via clicking specify link",Add_Printer
48154,"At ""Internet Access Blocked"" page when adding a printer and choose an network have no internet,check check it can navigate to support article page via clicking specify link",Add_Printer 2.0
48155,"At ""Failed to connect"" page when adding a printer and choose an network with wrong password,check check it can navigate to support article page via clicking ""Help"" button",Add_Printer
48156,"At ""Unable to pair your printer"" page(cancel to pair when pair dialog prompt), check it can navigate to support article page via clicking ""Get help"" button",Add_Printer
48197,Certificate Expired- Check the notification pops up on each client if printer is offline and certificate expired (Turn off or unplug power wire),Printer Certificate Renewal
48198,Certificate Expired- Check the content of notification on each client (word/link/buttons),Printer Certificate Renewal
48199,Certificate Expired- Check dismissal of the notification on multiple active clients shall be client specific,Printer Certificate Renewal
48200,"Certificate Expired- Check after dismissal of the notification without registering printer, the notification will pop up again when sign in",Printer Certificate Renewal
48201,"Certificate Expired- Check turning on printer but not connect to Internet or not re-registered, still get the notification",Printer Certificate Renewal
48202,Certificate Expired- Check only registered one printer when there are several expired printers,Printer Certificate Renewal
48203,"Certificate Expired- Check removing the registered printer, user will not get the notification when sign in",Printer Certificate Renewal
48204,"Certificate Expired- Check there is Update Printer popping up when sign in (One printer online, one printer offline and expired)",Printer Certificate Renewal
48205,Certificate hasn't expired- Check Update Printer Notification will pop up 30 days in advance on all clients,Printer Certificate Renewal
48206,Certificate hasn't expired- Check the content of notification on each client (word/link/buttons),Printer Certificate Renewal
48207,Certificate hasn't expired- Check dismissal of the notification on multiple active clients shall be client specific and will pop up again without connecting printer back,Printer Certificate Renewal
48208,"Certificate hasn't expired- Check turning on printer but not connect to Internet, still get the notification",Printer Certificate Renewal
48209,Certificate hasn't expired- Check recovering one printer when there are several offline printers will still get the notification when sign in,Printer Certificate Renewal
48210,"Certificate hasn't expired- Check removing the registered printer, user will not get the notification when sign in",Printer Certificate Renewal
48211,"Certificate hasn't expired- Check there is Update Printer Notification popping up when sign in (One printer online, one printer offline and is going to expire)",Printer Certificate Renewal
48212,Certificate hasn't expired- Check the notification will not pop up 31 days before expired,Printer Certificate Renewal
48213,Check notification pops up when sign in user with printers are going to expire with different offline days,Printer Certificate Renewal
48214,"Check cert expiring notification pops up first when sign in user with one printer expired, one printer is going to expire",Printer Certificate Renewal
48266,Check the round label and category can be displayed and printed,Template_Management
48395,Verify ZSB printer can be connected to ZSB App user phone is connected Open wifi,Add_Printer
48396,Verify ZSB printer can be connected to ZSB App when phone is connected to Secure wi-fi,Add_Printer
48397,Verify ZSB Printer will list out all available network when user phone is not connected to any Wi-Fi network (connect to network with pw),Add_Printer 2.0
48398,Verify ZSB printer can be connected to some other wifi network apart from the currently connected network,Add_Printer
48399,Verify ZSB printer can be connected via network selected manually,Add_Printer
48436,"Verify the Cancel button functionality on ""Join Network Page"" while connceting to already connected / newly connected network",Add_Printer 2.0
48437,Verify the functionality with only Mobile Data enabled(Wi-fi disabled),Add_Printer
48438,Verify the timeout scenario when user enters the password and does not Continue,Add_Printer 2.0
48439,Verify the functionality once the user switches the Wifi connection once current Wifi network is detected,Add_Printer 2.0
48440,"Verify the behaviour when user clicks on X on ""Connect Wifi network"" page",Add_Printer
48441,Certificate Expired- Check user will get the notification when the first time refreshing page after signing multiple days,Printer Certificate Renewal
48442,Certificate Expired- Check at most three expired printers will be shown on the notification dialog,Printer Certificate Renewal
48443,Certificate Expired- Check after recovering one printer the additional expired printers will be shown,Printer Certificate Renewal
48444,Certificate Expired- Check after removing one printer the additional expired printers will be shown,Printer Certificate Renewal
48445,Certificate hasn't expired- Check user will get the notification when the first time refreshing page after signing multiple days,Printer Certificate Renewal
48446,Certificate hasn't expired- Check at most three printers which are about to expire will be shown on the notification dialog,Printer Certificate Renewal
48447,Certificate hasn't expired- Check after recovering one printer the additional expiring printers will be shown,Printer Certificate Renewal
48448,Certificate hasn't expired- Check after removing one printer the additional expiring printers will be shown,Printer Certificate Renewal
48449,"Certificate hasn't expired- Check without clicking ok button then recovering printer, the printer list will be update after refreshing page",Printer Certificate Renewal
48450,Certificate hasn't expired- Check the color of the cert notification is same as the theme of workspace,Printer Certificate Renewal
48451,"Certificate expired- Check without clicking ok button then recovering printer, the printer list will be update after refreshing page",Printer Certificate Renewal
48452,Certificate expired- Check the color of the cert notification is same as the theme of workspace,Printer Certificate Renewal
48453,Check the cert expiring notification will still pop up before the cert expired notification after recovering one of expiring printers,Printer Certificate Renewal
48464,"Check the login UI is updated as the Figma (Social login is the first preference, on top ZSB login page )",Social_Login
48465,"Check the ""Benefits of Creating a ZSB Account"" can be clicked and the content is correct",Social_Login
48466,Check the three links at the page of bottom can be clicked and open correct page,Social_Login
48467,"Check clicking sign in with Google will open the Google sign in page, inputting existing and valid user credentials, sign in successfully",Social_Login
48468,"Check clicking sign in with Apple will open the Apple sign in page, inputting existing and valid user credentials, sign in successfully",Social_Login
48469,"Check clicking sign in with Facebook will open the Facebook sign in page, inputting existing and valid user credentials, sign in successfully",Social_Login
48470,Check only the first time signing in Google social account user will see the EULA and need to accept,Social_Login
48471,Check only the first time signing in Apple social account user will see the EULA and need to accept,Social_Login
48472,Check only the first time signing in Facebook social account user will see the EULA and need to accept,Social_Login
48473,Check the UI of zebra account login page after clicking sign with your email,Social_Login
48474,"Check the ""Register Your Email Now"" option works",Social_Login
48475,"Check the ""Reset Password"" option works",Social_Login
48476,Check printer can be added or removed successfully when signing in Google social account,Social_Login
48477,Check printer can be added or removed successfully when signing in Apple social account,Social_Login
48478,Check printer can be added or removed successfully when signing in Facebook social account,Social_Login
48479,"Check clicking sign in with Google will open the Google sign in page, inputting invalid user credentials will get correct message",Social_Login
48480,"Check clicking sign in with Apple will open the Apple sign in page, inputting invalid user credentials will get correct message",Social_Login
48481,"Check clicking sign in with Facebook will open the Facebook sign in page, inputting invalid user credentials will get correct message",Social_Login
48482,Check only the first time signing in new registered zebra account user will see the EULA and need to accept,Social_Login
48483,Check signing with your email with valid user credentials can sign in successfully (zebra account),Social_Login
48484,Check signing in zebra account then log out to sign in social account works,Social_Login
48485,"Check clicking sign in with email will open the zebra sign in page, inputting invalid user credentials will get correct message",Social_Login
48486,Check clicking sign in button on zebra login page without inputting user credentials will get prompt message,Social_Login
48547,Check newly created/edited Round label can be printed in My designs and Recently Printed Labels,Template_Management
48548,Check Rename/Duplicate/Delete Round label works,Template_Management
48690,Verify the Signal Strength UI for WiFi with No connectivity,Add_Printer
48691,Verify the Signal Strength UI for WiFi with Low connectivity,Add_Printer
48692,Verify the Signal Strength UI for WiFi with Ok connectivity,Add_Printer
48693,Verify the Signal Strength UI for WiFi with Average connectivity,Add_Printer 2.0
48694,Verify the Signal Strength UI for WiFi with Excellent connectivity,Add_Printer
49124,"iOS version less than15:verify connection to ZSB mobile App when user phone is connected to Open wi-fi( leave password as blank), connection is successful",Add_Printer 2.0
49125,"iOS version less than 15:verify connection to ZSB mobile App user phone connected Secure wi-fi(Leave password as blank), connection is failed",Add_Printer 2.0
49126,"iOS less than 15:Verify connection to ZSB mobile App when user phone connected to Secure wi-fi( input correct password), connection is successful",Add_Printer 2.0
49135,Check the printer should be discoverable by APS which are associated with the currectly login account in the mobile app,APS Printer Discover
49136,Check the UI of the Add printer page in APS,APS Printer Discover
49137,Check the UI of the Settings page in APS,APS Settings
49138,Check the APS can be turn on/off,APS Settings
49139,Check the documentation shall be updated to notify users of the Android Print Service,APS Others
49140,"Check the ""About"" screen in the APS settings",APS Others
49141,Check the print options in the printing page when sharing a file to print and selecting the ZSB printer,APS Print Preview Options
49142,Check it works that APS can print 1 copy 1 page of the supported shared file with default settings,APS Print Preview Options
49143,Check the UI of the darkness setting in APS settings page,APS Settings
49144,Check all supported formats files or infomations can be printed by the printer service,APS Printing
49145,Check changing the darkness works for the APS printing,APS Settings
49146,Check the multiple copies can be printed in APS,APS Print Preview Options
49147,Check the user can set the printing range in the preview page in APS,APS Print Preview Options
49148,Check the cropped option works when printing in APS,APS Print Preview Options
49149,Check the Rotation option works when printing in APS,APS Print Preview Options
49150,Check the Print in Color vs. Print in Black and White printing option,APS Print Preview Options
49151,Check the Single or Double Sided printing option,APS Print Preview Options
49152,Check the Scaling Percentage option disabled in printing for APS,APS Print Preview Options
49153,Check the printer dropdown list works and can change the printer to print,APS Print Preview Options
49154,Check the paper size in print options displayed currectly and can be updated,APS Print Preview Options
49155,Check user shall be notified if user has not logged in at least once,APS Notification
49156,Check APS would be deleted after deleting ZSB Series app,APS Others
49157,Check printer print queue can be opened and cancel/delete the print jobs,APS Printing
49158,Check the ZSB printer should also be discoverable if the printer in error statues(offline/head open/paper out),APS Printer Discover
49159,Check it works that APS can print 1 copy with multiple pages of the supported shared file with default settings,APS Print Preview Options
49160,Check the new added printer can be discovered in APS,APS Printer Discover
49161,Check the paper size is different from the print formats,APS Printing
49162,Check can not discover the ZSB printers if interrupted the network of Android device when sharing the printed files in APS,APS Printer Discover
49163,Check it can not perform the printing in the preview page when disconnect the Android or the selected ZSB printers,APS Printing
49164,Check the printers should not be discoverable when it is not register in the current mobile app login(even though printer is online),APS Printer Discover
49165,Check inputting the invalid copies in print option,APS Print Preview Options
49166,"check printing around 50 pages and click cancel, the print job is paused",APS Printing
49167,Check the paper size in Android device to the user when printer is on the error statues(wrong media/head is open/no media),APS Notification
49168,Check it can restart the print job in the Android notifications Message list if the error is cleared,APS Notification
49169,Check the error messages can be cleared in real time if the error status in printer is fixed,APS Notification
49170,Check it can not print when the printer offline,APS Printing
49171,Check the non-ZSB printers should not be discoverable in APS,APS Printer Discover
49172,Check it can not search out the printer after log out from the mobile app,APS Printer Discover
49173,Check it can not print when inputting out of page range in the printing page,APS Print Preview Options
49174,Check it can print when selecting the custom range in the printing page,APS Print Preview Options
49175,Check it would ask to turn on the WIFI to search for wireless printer when the Android without connecting WIFI,APS Printer Discover
49176,"Check the target printer is use to print via Android device A, then use Android device B to discover this printer and perform the printing(first come first service)",APS Printer Discover
49177,Check APS can also search out the associated printers after force quit the mobile app once have logined,APS Printer Discover
49178,"Check switch login the account in mobile app , new associated printers searched out, can not search the printers associated with the previous account",APS Printer Discover
49179,Check the printer can not be discovered after deleting the printer in the ZSB mobile app,APS Printer Discover
49180,"Update printer name to a long name ,click refresh, check printer name display correct in APS available devices list",APS Printer Discover
49181,Check no printer fetched by APS login in ZSB account with no printer added,APS Printer Discover
49182,Check no printer fetched by APS if user never logged in ZSB APP,APS Printer Discover
49183,Check no printer fetched by APS if user never install ZSB APP,APS Printer Discover
49184,Check ZSB series print service setting is related with app not base on ZSB account (change ZSB account to check),APS Settings
49185,"Check turn off APS then update install ZSB app, it’s still turn off",APS Settings
49186,Check APS queue job will be cleared when go to ZSB app to Clear Print Queue,APS Printing
49187,"Check there is a dialog ""Use ZSB series"" pop up when printing for the first time on APS and click OK will print success",APS Printing
49188,"Check dialog ""Use ZSB series"" would not pop up when printing for NOT the first time on APS",APS Printing
49189,"Check it would not print when click Cancel on the dialog ""Use ZSB series""",APS Printing
49190,"Check ""Use ZSB series"" dialog would pop up when cancel first time then print via APS again",APS Printing
49191,Printer field is displayed the last selected printer name on print preview page when ever selected a printer,APS Print Preview Options
49203,Check the UI of deleting printer dialog,Printer_ Management
49204,Check APS can be turn on before selecting printer if it is turn off,APS Printing
49216,"Printer already added(Online and delete from web portal), re-add again with the same account",Add_Printer 2.0
49219,"iOS version less than 15:verify when ZSB mobile App is connected to Open wi-fi(input any value for password then submit),connection is failed",Add_Printer 2.0
49220,"Printer already added(Offline due to network disconnect and not delete from web portal/Mobile App), re-add again,check readd successful",Add_Printer 2.0
49221,"Failed to add a new printer due to choose a WIFI without network, re-add printer to this account again with has network WIFI,check readd successful",Add_Printer 2.0
49222,"Failed to add an online printer due to choose a WIFI without network, re-add printer to this account again with has network WIFI,check readd successful",Add_Printer 2.0
49225,Scenario B: Manually Decommission before re-adding No need to update FW,Add_Printer
49226,Scenarios A: out of box – golden image Need to Update FW,Add_Printer
49227,"Delete the printer(Online) from account A, and add printer to account B within the same device",Add_Printer 2.0
49540,Check ZSB printers are fetched out in ZSB APS after keep ZSB APP idle for more than 1 day,APS Others
49665,Manage network- Check Bluetooth Connection failed dialog will pop up after BT Paring Request dialog disappeared,Device_Network
49709,Manage network- Check able to manage network with long name,Device_Network
49710,Check printer still can be registered successfully when user leaves registering page and comes back,Add_Printer 2.0
49711,Manage networks- Check there is a prompt message when applying to the network which can't resolve Zebra host,Device_Network
49725,Verify the Print Preview layout gets updated as per the Orientation set,APS Print Preview Options
49726,"User A log in ZSB and log out then login with user B, check printers in user B displayed in APS available devices list",APS Printer Discover
49778,"Check print service shall support all printable forms and can print out success from Google Drive (image,pdf)",APS Printing
49779,"Check print service shall support all printable forms and can print out success from One Drive (image,pdf)",APS Printing
49780,Verify user is able to print when trying to print a ppt/csv/xls/xlsx/word file from MS mobile apps,APS Printing
49783,Check only associated ZSB printers is displayed in APS available devices list via share file to ZSB flow,APS Printer Discover
49784,"After print a test label , check printer labels left is correct in APS available devices list",APS Settings
49785,"User login in then log out, check printers associated user can NOT be fetched in APS available devices list",APS Printer Discover
49786,"Printer field is displayed ""Select a Printer"" when have not select a printer ever on print preview page",APS Print Preview Options
49787,Check ZSB series print service is turned on default and printers is fetched out from ZSB workspace,APS Printer Discover
49788,Check user can disable ZSB series print service and cannot fetch any Money badger printer,APS Others
49789,Check user can enable ZSB series print service from off status and fetch out printers,APS Others
49790,Check print failed when turn off APS ZSB series at print preview page,APS Print Preview Options
49791,"Check the measure unit can be updated after change a different unit via change ZSB workspace settings - change to inch ,cm,mm",APS Settings
49905,log in Non-Zebra/Zebra account and check the token is valid and logout then login to check token renew a new one,SSO_Token_Renewal
49906,log in social login account and check the token is valid and logout then login to check token renew a new one,SSO_Token_Renewal
49907,[Active]Check that there is no any log out issues and error promtped within 52 minutes of app activity,SSO_Token_Renewal
49908,[Active]Check that there is no any log out issues and error promtped at 52 minutes,SSO_Token_Renewal
49909,[Active]Check should be successful to adding a printer and without any error at 52 minutes,SSO_Token_Renewal
49910,[idle]Check that there is no any log out issues and error promtped keep the app idle status within 52 minutes,SSO_Token_Renewal
49911,[idle]Check that there is no any log out issues and error promtped after idle the ZSB app 52 minutes,SSO_Token_Renewal
49912,[Idle]Check it would be successful to add a printer after hourly token refresh,SSO_Token_Renewal
49913,[Idle]Check the login status of the account after it has been idle for 1 day,SSO_Token_Renewal
49914,Force quit:Check it would be login status without any issue when re-open app after force quit app between 52 and 60 minutes,SSO_Token_Renewal
49915,Force quit:Check that it would be login status without any issue prompted when re-open app after force quit app exceeding 60 minutes,SSO_Token_Renewal
49916,Check that log in account A and log out then log in account B check a new token will be generated,SSO_Token_Renewal
49917,Check unable to log out in the event of a network disconnection exception.,SSO_Token_Renewal
49918,Check token renew a new one when disconnect the network and recover the network at 52 minutes,SSO_Token_Renewal
49919,"Check signing same user on different devices, both work after 52 minutes",SSO_Token_Renewal
49960,"Check click change password in user profile page: it added callback url, responsce_type, client_id and redirect_url parameters",User Settings
49961,"Check after change password, click return to login will navigate to login page and user able to login with new password success",App_Settings
50030,Check ZSB printers can be fetched out in ZSB APS after keep ZSB APP idle for more than 1h,APS Printer Discover
50031,Check the error message prompted when print test page and printer head open or offline,App_Settings
50205,Check the printers in APS can be fetched out after log out and log in again in mobile app,APS Printer Discover
50206,Check the printers can be updated to the new account B added after switch logging from account A which its printer selected before in APS printing preview page,APS Printer Discover
50223,Check only the same user will see the EULA again when the user declines the EULA and sign in again,Social_Login
50267,Check user will get notification when user is logged out from the ZSB app and tried to use APS,APS Notification
50268,"User A logs-in ZSB app and logs out then login with user B, check printers in user B displayed in APS available devices list",APS Printer Discover
50287,Verify that the EULA screen appears only for the new user and not the existing user.,Registration 2.0
50325,Manage Network- Check able to cancel/submit network via Enter network manually option,Device_Network
50326,Manage Network- Check able to add/delete/sort network when printer bt paired/unpaired in device,Device_Network
50333,Android only- Check it will back to manage network after clicking device’s back button,App_Settings
50498,Check it will notify user need login when share a file on APS if user not login ZSB series,APS Notification
50499,"Check user can receive the notification also even previously had received once, if the user is not logged into the ZSB series when sharing a file to print in APS",APS Notification
50500,Check it will notify user need login to search printers when share another file via APS if user not login ZSB series and a print preview has been opened,APS Notification
50501,Check user would not receive the login notifications if the user remains logged in to the ZSB series during the operation in APS,APS Notification
50502,Check the notification will dismiss when user click on the login notification and login successful,APS Notification
50503,Check that the notification would not be dismissed after force quit the ZSB printer service or the print preview via APS,APS Notification
50508,"Put the Media low cartridge to the printer, check the status would be media low in APS",APS Printer Discover
50514,Check the printer status correct after turn off and then turn on APS,APS Printer Discover
50612,Password should display properly after enable the eye icon,Social_Login
50613,Check it should not login when input the non Google email during sign in with Google,Social_Login
50643,Check it should navigate to the social login page after signing out from the social account and re-login,Social_Login
50646,"Check It would auto focus on password input box after click ""Sign In with your email""",Social_Login
50656,Check able to search in Zebra Gallery with/without inputting characters,Template_Management
50713,"Check changing device's network to another Wi-Fi network, app is still usable",Device_Network
50766,"Check changing device's network to cellular data, app is still usable",Device_Network
50767,"Check changing device's network to another hotspot, app is still usable",Device_Network
50768,"Check disconnecting device's network then recovering, app is still usable",Device_Network
50769,"Check changing device's network to invalid network, app is still usable",Device_Network
50773,"Set Region to UK, system language to English, check able to add printer and basic functions work",Add_Printer 2.0
50774,"Set Region to US, system language to English, check able to add printer and basic functions work",Add_Printer 2.0
50775,"Set Region to Germany, system language to Deutsch, check able to add printer and basic functions work",Add_Printer 2.0
50776,"Set Region to China, system language to Chinese, check able to add printer and basic functions work",Add_Printer 2.0
50782,Check the prompt message is same on Android and IOS when disabling device network,Device_Network
50919,Check the registration printer can not discovered in add printer page,Add_Printer
50920,Check the Finish Setup page can be displayed after reset the network during the printer registration,Add_Printer 2.0
50921,[Idle]Check the Finish Setup page can be displayed after idle the app to background during the printer registration,Add_Printer 2.0
50928,Check user can Exit the adding printer process in registration page,Add_Printer 2.0
51379,"Check the first-time print PDF, then second time print it by another printer and cancel the print job",APS Printing
51380,Check print PDF once then cancel it when the second time print it with the same online printer,APS Printing
51383,Check cancel different print jobs (image/pdf/txt) when printer is media out/cover open,APS Printing
51384,Check cancel same print job at least two times when printer status is cover open,APS Printing
51614,"Send multiple jobs but only cancel the first job, check the rest of jobs can be printed out",APS Printing
51618,Verify forcing quit app will not affect the printing job,APS Printing
51702,Check the UI of toggle buttons on Notification Settings,App_Settings
51703,New install- open app directly after installation finished or by clicking app icon,App_Settings
51704,Upgrade- open app directly after installation finished or by clicking app icon,App_Settings
51705,Check clicking the photo taken by camera will not affect uploading photo as user avatar,App_Settings
51788,"Sign in with existing Non-Zebra User Account, then sign out",App_Settings
52289,(Android only) Manage Network- Check able to manage network when first time granting access for nearby devices (new install),Device_Network
52290,(Android ony) Manage Network- Check able to manage network after disabling access for nearby devices then allowing (new install),Device_Network
52291,(Android ony) Manage Network- Check able to manage network when first time granting access for nearby devices (not granted before upgrade),Device_Network
52292,(Android ony) Manage Network- Check able to manage network after disabling access for nearby devices then allowing (granted before upgrade),Device_Network
52293,Check the outage advisory will pop up again after closing it and still not get response from backend without any operation in 15 secs- Google account,Advisory Dialog
52294,Check the outage advisory will pop up again after closing it and still not get response from backend with doing other operations in 15 secs- Non-Zebra account,Advisory Dialog
52295,Check the UI of outage advisory dialog is correct- Apple account,Advisory Dialog
52296,Check the close button works on outage advisory dialog- Facebook account,Advisory Dialog
52297,Check the OK button works on outage advisory dialog,Advisory Dialog
52298,Check the outage advisory dialog would not popped up if force quit the app and relaunch it,Advisory Dialog
52299,Check the outage advisory will not pop up again after closing it and there is no error from backend,Advisory Dialog
52300,Check the outage advisory dialog would still popped up switch to other app in mobile device,Advisory Dialog
52301,Check the outage advisory will not pop up again after logging out the login again,Advisory Dialog
52302,Check the outage advisory will not pop up again after logging out the login another account,Advisory Dialog
52303,Check outage dialog would not pop up when device network is disconnected,Advisory Dialog
52304,Check outage dialog would not pop up when the user token would be refreshed(52 mins),Advisory Dialog
52305,"User idle 30 minutes, Check the prompt message will be dismissed and user can update user info after backing to App and clicking the OK button on prompt message when SSO only throws the 500 error once",Advisory Dialog
52306,"User idle, Check user can print test label after idle 1 day and clicking the OK button on prompt message when SSO continuously throws the 500 error for 15 seconds",Advisory Dialog
52352,Check the description for different types notifications,Notifications
52427,Check the Google Contacts in mobile app still works after disconnecting the Google account in user profile page in Web Portal,Data Sources
